web-scraper-order,web-scraper-start-url,Film_name,Popularity_rank,IMDbscore,Metascore,Votes,Certificate,Run_time,Genre
1557260897-9234,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Delinquent,2134,7.1,null,82,null,97 min,"Crime, Drama"
1557260897-9235,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Born Racer,2135,5.3,null,123,R,88 min,"Action, Drama"
1557260897-9236,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Naachiyar,2136,6.9,null,596,null,100 min,"Action, Drama, Thriller"
1557260897-9237,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",The Punished,2137,3.2,null,28,null,87 min,Action
1557260897-9238,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Golak Bugni Bank Te Batua,2138,7.3,null,371,null,130 min,"Comedy, Drama"
1557260897-9239,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",As Worlds Collide,2139,7.5,null,243,null,86 min,Thriller
1557260897-9240,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Hacerse mayor y otros problemas,2140,5.1,null,252,null,96 min,"Comedy, Drama, Romance"
1557260897-9241,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Nude: Chitraa,2141,7.9,null,66,null,null,Drama
1557260897-9242,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Murder at the Mansion,2142,null,null,null,null,null,Thriller
1557260897-9243,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",The Other Side,2143,5.6,null,87,TV-MA,138 min,"Comedy, Drama, Romance"
1557260897-9244,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Craig Ross Jr.'s Monogamy,2144,7.7,null,100,null,null,Drama
1557260897-9245,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Sex Terrorists on Wheels,2145,null,null,null,null,null,Western
1557260897-9246,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Bidai Byomkesh,2146,5.3,null,319,null,121 min,Drama
1557260897-9247,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Who's Jenna...?,2147,9,null,31,null,95 min,Comedy
1557260897-9248,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Alterscape,2148,6,null,1317,null,90 min,"Action, Sci-Fi, Thriller"
1557260897-9249,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Kaashi in Search of Ganga,2149,6.8,null,98,null,125 min,Thriller
1557260897-9250,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2101&ref_=adv_nxt",Dead Love,2150,3.3,null,37,null,79 min,Thriller
1557260894-9151,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Pachamama,2151,7,null,45,PG,72 min,Animation
1557260894-9152,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Kidu,2152,7.1,null,775,null,124 min,"Action, Drama, Romance"
1557260894-9153,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Zwaar Verliefd!,2153,5.7,null,270,null,86 min,Comedy
1557260894-9154,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Sol de Medianoche,2154,7,null,38,null,88 min,Drama
1557260894-9155,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Accommodations,2155,6.4,null,8,null,null,Comedy
1557260894-9156,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Our Last Summer,2156,8.6,null,10,null,100 min,Comedy
1557260894-9157,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Zauberer,2157,7.3,null,90,null,113 min,Thriller
1557260894-9158,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Through Night and Day,2158,7.9,null,8,null,100 min,"Comedy, Romance"
1557260894-9159,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",His Perfect Obsession,2159,5.9,null,104,TV-PG,85 min,Thriller
1557260894-9160,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Sakamichi no Apollon,2160,7.1,null,324,GP,120 min,Drama
1557260894-9161,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Maradona,2161,7,null,249,null,148 min,"Action, Comedy, Thriller"
1557260894-9162,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Iruttu Araiyil Murattu Kuthu,2162,4.3,null,632,null,119 min,Horror
1557260894-9163,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The Snow Queen: Mirrorlands,2163,6.5,null,92,null,80 min,"Animation, Adventure, Comedy"
1557260894-9164,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Ailecek Saskiniz,2164,6.5,null,4587,null,113 min,Comedy
1557260894-9165,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The Portuguese Kid,2165,5.1,null,21,null,null,Comedy
1557260894-9166,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Gothic Harvest,2166,8.3,null,7,null,null,Horror
1557260894-9167,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Mangalyam Thanthunanena,2167,5.1,null,141,null,138 min,"Comedy, Family"
1557260894-9168,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The Conductor,2168,8.5,null,11,null,78 min,Fantasy
1557260894-9169,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Be Vaghte Sham,2169,5.6,null,1287,null,113 min,"Action, Drama, Thriller"
1557260894-9170,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Skin Creepers,2170,4.8,null,95,null,86 min,"Comedy, Fantasy, Horror"
1557260894-9171,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Alien Siege,2171,2.3,null,276,TV-14,85 min,"Action, Adventure, Sci-Fi"
1557260894-9172,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The River,2172,7.5,null,29,TV-MA,95 min,Drama
1557260894-9173,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Gold Dust,2173,7.8,null,12,null,null,"Adventure, Comedy"
1557260894-9174,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Make Love Great Again,2174,8,null,7,TV-14,97 min,Romance
1557260894-9175,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Tehran: City of Love,2175,7.8,null,36,null,102 min,Drama
1557260894-9176,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt","Sultan Agung: Tahta, Perjuangan, Cinta",2176,7,null,108,null,148 min,"Action, Drama"
1557260894-9177,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Suvarna Sundari,2177,null,null,null,null,null,"Action, Thriller"
1557260894-9178,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Indian Never Again Nirbhaya,2178,7.2,null,13,null,null,Drama
1557260894-9179,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Carry on Jatta 2,2179,7.2,null,740,null,149 min,Comedy
1557260894-9180,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Nawabzaade,2180,4.8,null,710,Not Rated,112 min,"Comedy, Romance"
1557260894-9181,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The Young Cannibals,2181,null,null,null,null,null,"Horror, Thriller"
1557260894-9182,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Golden Boy,2182,7,null,7,null,null,Drama
1557260894-9183,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Magic Lantern,2183,6.5,null,23,null,93 min,Drama
1557260894-9184,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",The Fare,2184,6.4,null,17,null,82 min,"Mystery, Romance, Thriller"
1557260894-9185,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Mountain Rest,2185,7.4,null,45,null,92 min,Drama
1557260894-9186,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Amatörer,2186,6.2,null,393,null,102 min,"Comedy, Drama"
1557260894-9187,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Hölmö nuori sydän,2187,6.3,null,250,null,102 min,Drama
1557260894-9188,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Zombie World 2,2188,2.8,null,53,null,83 min,"Comedy, Horror"
1557260894-9189,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Recall,2189,3.2,null,117,null,73 min,"Crime, Drama, Thriller"
1557260894-9190,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Crepitus,2190,7.8,null,13,null,null,Horror
1557260894-9191,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Was uns nicht umbringt,2191,6.6,null,62,null,129 min,Drama
1557260894-9192,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Nyitva,2192,7.3,null,231,null,95 min,"Comedy, Drama, Romance"
1557260894-9193,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",La finale,2193,5.8,null,314,null,85 min,Comedy
1557260894-9194,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Song Lang,2194,8,null,166,null,90 min,Drama
1557260894-9195,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Cops,2195,6.7,null,142,null,92 min,Drama
1557260894-9196,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Sultan: The Saviour,2196,5.8,null,287,null,163 min,Thriller
1557260894-9197,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",We,2197,8.2,null,5,null,null,"Adventure, Biography, Drama"
1557260894-9198,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Intensive Care,2198,3.7,null,168,null,80 min,"Action, Comedy, Thriller"
1557260894-9199,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Ishqeria,2199,4.7,null,124,Not Rated,118 min,"Comedy, Romance"
1557260894-9200,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2151&ref_=adv_nxt",Camp Death III in 2D!,2200,5.1,null,110,null,80 min,"Comedy, Horror"
1557260892-9101,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Belmonte,2201,6.7,null,95,null,74 min,"Comedy, Drama"
1557260892-9102,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Autorsha,2202,5.7,null,39,null,133 min,Comedy
1557260892-9103,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Secrets in the Hot Spring,2203,6,null,261,PG-12,120 min,"Comedy, Horror"
1557260892-9104,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Sharato Lagu,2204,7.8,null,284,null,137 min,"Comedy, Drama, Romance"
1557260892-9105,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Bhalo Theko,2205,7,null,25,null,142 min,"Drama, Romance"
1557260892-9106,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Love Jacked,2206,6.5,null,31,PG-13,100 min,"Comedy, Romance"
1557260892-9107,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Merry Men: The Real Yoruba Demons,2207,null,null,null,null,null,Comedy
1557260892-9108,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Dracula in Love,2208,2.2,null,159,null,83 min,"Fantasy, Horror"
1557260892-9109,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Sew the Winter to My Skin,2209,6.2,null,52,null,118 min,"Action, Adventure"
1557260892-9110,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Tamara Vol. 2,2210,5.5,null,101,null,102 min,"Comedy, Romance"
1557260892-9111,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Daddy Issues,2211,5.4,null,5,null,82 min,"Comedy, Romance"
1557260892-9112,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Cabaret Maxime,2212,6.6,null,61,null,94 min,Drama
1557260892-9113,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Jagga Jiunda E,2213,6.5,null,13,null,null,Drama
1557260892-9114,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Alpha: The Right to Kill,2214,6.1,null,104,null,94 min,"Crime, Drama, Thriller"
1557260892-9115,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Khabsa - What Did I Mess,2215,8.1,null,134,null,null,"Comedy, Romance"
1557260892-9116,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Abhiyude Katha Anuvinteyum,2216,7.6,null,727,null,121 min,"Drama, Romance"
1557260892-9117,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Killing Joan,2217,2.8,null,159,null,98 min,"Action, Crime, Drama"
1557260892-9118,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Un beau voyou,2218,6.2,null,69,null,104 min,Comedy
1557260892-9119,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",An American Hate Crime,2219,9.6,null,21,Not Rated,92 min,Drama
1557260892-9120,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Slime,2220,null,null,null,null,76 min,Music
1557260892-9121,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Politseyskiy s Rublyovki. Novogodniy bespredel,2221,6.3,null,122,null,95 min,Comedy
1557260892-9122,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Wackersdorf,2222,7.1,null,167,null,123 min,"Drama, History"
1557260892-9123,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Reuni Z,2223,5.3,null,30,null,98 min,"Comedy, Horror"
1557260892-9124,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Odds Are,2224,4.1,null,168,null,102 min,Thriller
1557260892-9125,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Honor Amongst Men,2225,8.6,null,8,null,null,Drama
1557260892-9126,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",A Christmas Switch,2226,6.4,null,189,TV-G,90 min,"Comedy, Drama, Family"
1557260892-9127,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Hotel Soul Good,2227,3.6,null,69,null,100 min,Comedy
1557260892-9128,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",American Dream,2228,null,null,null,null,null,Thriller
1557260892-9129,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",The Curse of Lilith Ratchet,2229,6.6,null,33,null,null,Horror
1557260892-9130,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",The Revenge of Robert the Doll,2230,3,null,364,Not Rated,80 min,Horror
1557260892-9131,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Fall City,2231,5.4,null,192,null,93 min,"Drama, Romance"
1557260892-9132,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Falls Around Her,2232,7,null,12,null,100 min,"Drama, Thriller"
1557260892-9133,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt","Mary, Marry Me",2233,6.5,null,28,null,105 min,"Comedy, Drama, Family"
1557260892-9134,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Testing Movie,2234,7.2,null,69,6+,123 min,"Animation, Adventure, Family"
1557260892-9135,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Theekuchiyum Panithulliyum,2235,null,null,null,null,118 min,"Crime, Mystery, Thriller"
1557260892-9136,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Eter,2236,6,null,96,null,118 min,"Drama, History, Thriller"
1557260892-9137,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",SheChotic,2237,2.7,null,61,R,93 min,"Drama, Horror, Mystery"
1557260892-9138,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",The Nightmare Gallery,2238,7.7,null,9,null,94 min,"Drama, Horror, Thriller"
1557260892-9139,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Ee Nagaraniki Emaindi,2239,7.9,null,978,null,122 min,"Comedy, Drama"
1557260892-9140,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Kraben rahu,2240,6.6,null,270,null,105 min,Drama
1557260892-9141,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Dead Women Walking,2241,6.9,null,83,null,null,"Crime, Drama"
1557260892-9142,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Kaali,2242,5.1,null,217,null,131 min,"Action, Drama, Thriller"
1557260892-9143,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Blood Type,2243,7.4,null,17,null,78 min,"Comedy, Drama, Mystery"
1557260892-9144,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Still River,2244,6.1,null,68,null,129 min,Drama
1557260892-9145,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Bungou Stray Dogs: Dead Apple,2245,7,null,234,null,90 min,Animation
1557260892-9146,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Black Flowers,2246,8.2,null,73,null,108 min,Sci-Fi
1557260892-9147,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Natakam,2247,6.6,null,26,null,120 min,Action
1557260892-9148,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Galaxy Lords,2248,3,null,122,null,96 min,"Action, Adventure, Comedy"
1557260892-9149,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Beauty & the Beholder,2249,4.6,null,152,null,95 min,"Comedy, Drama, Romance"
1557260892-9150,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2201&ref_=adv_nxt",Nadie sabrá nunca,2250,6.8,null,9,null,102 min,Drama
1557260889-9051,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",The Nursery,2251,5,null,457,null,87 min,"Horror, Mystery, Thriller"
1557260889-9052,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Kuttanpillayude Sivarathri,2252,6.5,null,364,null,120 min,"Comedy, Drama, Mystery"
1557260889-9053,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Premasoothram,2253,7.4,null,19,null,162 min,Romance
1557260889-9054,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Mi querida cofradía,2254,6.4,null,420,null,87 min,"Comedy, Drama"
1557260889-9055,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",The Perfect Pickup,2255,6.5,null,21,null,null,Comedy
1557260889-9056,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Christmas on Holly Lane,2256,6.8,null,153,null,90 min,Drama
1557260889-9057,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Rhino,2257,null,null,null,Not Rated,90 min,Comedy
1557260889-9058,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",7 Days,2258,7.1,null,75,PG-12,null,"Drama, Romance"
1557260889-9059,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",The Unorthodox,2259,7.6,null,125,null,92 min,"Comedy, Drama, History"
1557260889-9060,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",O Doutrinador,2260,6.4,null,495,null,108 min,"Action, Crime, Drama"
1557260889-9061,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Heaven's War,2261,4.4,null,145,null,95 min,"Fantasy, Thriller"
1557260889-9062,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Pause,2262,7.6,null,69,null,96 min,Drama
1557260889-9063,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Reside,2263,5.6,null,18,R-15,103 min,Horror
1557260889-9064,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Uma,2264,7.4,null,582,Not Rated,149 min,Drama
1557260889-9065,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Human Affairs,2265,6.7,null,15,null,80 min,Drama
1557260889-9066,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",En tu piel,2266,6.8,null,24,null,null,"Drama, Romance"
1557260889-9067,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",What a Man Wants,2267,6.2,null,193,R-15,100 min,Comedy
1557260889-9068,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Seethakaathi,2268,7.1,null,567,Not Rated,173 min,Drama
1557260889-9069,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Devil's Doors,2269,3.6,null,439,Not Rated,90 min,Horror
1557260889-9070,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Mr & Mrs 420 Returns,2270,7,null,167,null,136 min,Comedy
1557260889-9071,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Ente Mezhuthiri Athazhangal,2271,7.6,null,666,null,148 min,"Drama, Romance"
1557260889-9072,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Hâdo koa,2272,6.4,null,43,null,124 min,"Comedy, Drama"
1557260889-9073,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Koja je ovo drzava!,2273,7.2,null,319,null,118 min,"Comedy, Drama"
1557260889-9074,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Bondage,2274,null,null,null,null,82 min,Drama
1557260889-9075,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Pari,2275,4.6,null,110,null,150 min,Horror
1557260889-9076,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Yun nan chong gu,2276,4.6,null,136,null,110 min,"Action, Fantasy"
1557260889-9077,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=2251&ref_=adv_nxt",Savyasachi,2277,5.7,null,833,Not Rated,151 min,Action
